ActivityStartDate,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,DetectionQuantitationLimitMeasure/MeasureValue,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,ResultMeasure/MeasureUnitCode,DetectionQuantitationLimitMeasure/MeasureUnitCode,LastUpdated,ProviderName,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext
9/1/2022,Routine sample,Not Detected,Ethaboxam,Dissolved,,3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468363,,Preliminary,Actual,51855,GLC02,USGS
9/1/2022,Routine sample,,Chlorantraniliprole,Dissolved,1.9,1.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,ng/l,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468364,,Preliminary,Actual,51856,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Imidacloprid desnitro,Dissolved,,7.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468365,,Preliminary,Actual,51857,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Flonicamid,Dissolved,,1.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468366,,Preliminary,Actual,51858,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Imidacloprid-urea,Dissolved,,2.8,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468367,,Preliminary,Actual,51859,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Cymoxanil,Dissolved,,4.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468368,,Preliminary,Actual,51861,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Cyantraniliprole,Dissolved,,2.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468369,,Preliminary,Actual,51862,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Penoxsulam,Dissolved,,4.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468370,,Preliminary,Actual,51863,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Fluridone,Dissolved,,2.9,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468371,,Preliminary,Actual,51864,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Desthio-prothioconazole,Dissolved,,1.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468372,,Preliminary,Actual,51865,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Tolfenpyrad,Dissolved,,3.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468373,,Preliminary,Actual,51866,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Fluopyram,Dissolved,,1.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468374,,Preliminary,Actual,52646,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Sedaxane,Dissolved,,1.8,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468375,,Preliminary,Actual,52648,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Benzovindiflupyr,Dissolved,,2.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468376,,Preliminary,Actual,52652,GLC02,USGS
9/1/2022,Routine sample,Not Detected,N-(2-chloro-5-thiazolyl methyl)-N'-nitroguanidine,Dissolved,,3.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468377,,Preliminary,Actual,52660,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Ipconazole,Dissolved,,2.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468378,,Preliminary,Actual,52762,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Flupyradifurone,Dissolved,,1.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468380,,Preliminary,Actual,52764,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Oxathiapiprolin,Dissolved,,2.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468381,,Preliminary,Actual,52766,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Tricyclazole,Dissolved,,3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468383,,Preliminary,Actual,52768,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Penthiopyrad,Dissolved,,2.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468384,,Preliminary,Actual,52769,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Imidacloprid-olefin,Dissolved,,6.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468385,,Preliminary,Actual,52782,GLC02,USGS
9/1/2022,Routine sample,Not Detected,1-(Aminomethyl)cyclohexaneacetic acid,Dissolved,,160,"Pharma, wf, LC/MS/MS (Sch 2440)",,"USGS-National Water Quality Lab, Denver, CO",9/16/2022,,Reporting limit by DQCALC,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468389,,Preliminary,Actual,52817,LCM56,USGS
9/1/2022,Routine sample,Not Detected,Chlorfenapyr,Dissolved,,3.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468392,,Preliminary,Actual,53567,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Thiamethoxam degradate CGA-355190,Dissolved,,2.9,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468393,,Preliminary,Actual,53568,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Isofetamid,Dissolved,,3.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468394,,Preliminary,Actual,53569,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Indaziflam,Dissolved,,2.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468396,,Preliminary,Actual,53960,GLC02,USGS
9/1/2022,Routine sample,Not Detected,5-Hydroxyimidacloprid,Dissolved,,4.1,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468397,,Preliminary,Actual,54344,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Tebuconazole tert-Butylhydroxy,Dissolved,,1.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468399,,Preliminary,Actual,54348,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Boscalid metabolite M510F01,Dissolved,,1.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468400,,Preliminary,Actual,54349,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Cyclaniliprole,Dissolved,,2.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468402,,Preliminary,Actual,54355,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Florpyrauxifen-benzyl,Dissolved,,3.1,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468403,,Preliminary,Actual,54356,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Picarbutrazox,Dissolved,,2.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468404,,Preliminary,Actual,54357,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Mandestrobin,Dissolved,,3.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468405,,Preliminary,Actual,54358,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Pydiflumetofen,Dissolved,,2.1,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468406,,Preliminary,Actual,54359,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Valifenalate,Dissolved,,2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468407,,Preliminary,Actual,54360,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Halauxifen-methyl,Dissolved,,1.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468408,,Preliminary,Actual,54361,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Fluindapyr,Dissolved,,2.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468409,,Preliminary,Actual,54362,GLC02,USGS
9/1/2022,Routine sample,Not Detected,"Benzamide, 3-(benzoylmethylamino)-N-[2-bromo-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-6-(trifluoromethyl)phenyl]-2-fluoro",Dissolved,,3.9,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468410,,Preliminary,Actual,54363,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Atrazine,Dissolved,,80,"Pharma, wf, LC/MS/MS (Sch 2440)",,"USGS-National Water Quality Lab, Denver, CO",9/16/2022,see result laboratory comment,Elevated Detection Limit,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468414,,Preliminary,Actual,65065,LCM56,USGS
9/1/2022,Routine sample,Not Detected,Bifenthrin,Dissolved,,1.1,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468415,,Preliminary,Actual,65067,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Carbaryl,Dissolved,,1.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468416,,Preliminary,Actual,65069,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Carbofuran,Dissolved,,1.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468417,,Preliminary,Actual,65070,GLC02,USGS
9/1/2022,Routine sample,Not Detected,Chlorothalonil,Dissolved,,3.9,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200635,Sample-Routine,Water,Surface Water,11:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644148,,,,"Stable, normal stage",,,10,USGS parameter code 82398,Equal width increment (ewi),,Grab sample,NWIS-124468418,,Preliminary,Actual,65071,GLC02,USGS
